订单号,交易流水号,刷卡时间,交易金额(元),线路号,车辆编号,票价(元)
U17500950201802261745481690,174550177124,2018/2/26 17:45:48,2.00,38,2068,2.00
U17501037201802261745513440,174549178508,2018/2/26 17:45:51,2.00,59,2080,2.00
U17900739201802261745460504,174549178310,2018/2/26 17:45:46,2.00,6,1477,2.00
U17C01170201802261745481158,174549175778,2018/2/26 17:45:48,2.00,33,3099,2.00
U17C01439201802261745485410,174549175595,2018/2/26 17:45:48,2.00,11,3082,2.00
U17802089201802261745488548,174549178311,2018/2/26 17:45:48,1.00,35,795,1.00
U17B00765201802261745485468,174550177344,2018/2/26 17:45:48,1.00,12,1113,1.00
U17B00774201802261745490038,174549180437,2018/2/26 17:45:49,1.00,57,1128,1.00
U17603019201802261745524912,174552178704,2018/2/26 17:45:52,2.00,39,1451,2.00
U17900102201802261745519222,174551175393,2018/2/26 17:45:51,2.00,10,1424,2.00
U17B00695201802261745527696,174551177737,2018/2/26 17:45:52,2.00,100,1810,2.00
U17900307201802261745526042,174552179670,2018/2/26 17:45:52,1.00,3,757,1.00
U17900640201802261745518540,174553178871,2018/2/26 17:45:51,2.00,10,1417,2.00
U17A00083201802261745517808,174552181024,2018/2/26 17:45:51,1.00,30,1134,1.00
U17A00813201802261745513152,174551180830,2018/2/26 17:45:51,2.00,801,2026,2.00
U17B00088201802261745514200,174552181400,2018/2/26 17:45:51,1.00,74,1499,1.00
U17B00107201802261745508984,174552175596,2018/2/26 17:45:50,2.00,44,2127,2.00
U17B00396201802261745503212,174552179669,2018/2/26 17:45:50,2.00,5,850,2.00
U17B00695201802261745534328,174552179093,2018/2/26 17:45:53,2.00,100,1810,2.00
U17B00730201802261745524531,174553178705,2018/2/26 17:45:52,2.00,13,2015,2.00
U17C01439201802261745512342,174552175394,2018/2/26 17:45:51,2.00,11,3082,2.00
U17900411201802261745547984,174554178312,2018/2/26 17:45:54,2.00,10,1406,2.00
U17B00374201802261745513472,174553181025,2018/2/26 17:45:51,2.00,801,2150,2.00
U17802089201802261745542258,174554175598,2018/2/26 17:45:54,1.00,35,795,1.00
U17A01083201802261745535687,174553180440,2018/2/26 17:45:53,2.00,801,2023,2.00
U17B00756201802261745534550,174554179250,2018/2/26 17:45:53,1.00,3,779,1.00
U17500708201802261745558604,174554176956,2018/2/26 17:45:55,2.00,38,2074,2.00
U17501037201802261745583186,174555179843,2018/2/26 17:45:58,2.00,59,2080,2.00
U17603019201802261745555886,174555175971,2018/2/26 17:45:55,2.00,39,1451,2.00
U17A00432201802261745544030,174555179453,2018/2/26 17:45:54,1.00,6,1496,1.00
U17A00445201802261745536142,174556176762,2018/2/26 17:45:53,2.00,1,2076,2.00
U17A00813201802261745554908,174555175396,2018/2/26 17:45:55,2.00,801,2026,2.00
U17B00407201802261745540046,174555179094,2018/2/26 17:45:54,1.00,8,839,2.00
U17900296201802261745555468,174556175972,2018/2/26 17:45:55,1.00,36,1484,1.00
U17B00088201802261745541183,174555180441,2018/2/26 17:45:54,1.00,74,1499,1.00
U17B00765201802261745554790,174557180246,2018/2/26 17:45:55,1.00,12,1113,1.00
U17900296201802261745568418,174557175779,2018/2/26 17:45:56,1.00,36,1484,1.00
U17A00014201802261745586430,174557177738,2018/2/26 17:45:58,2.00,10,1427,2.00
U17A00432201802261745565236,174557179095,2018/2/26 17:45:56,1.00,6,1496,1.00
U17B00503201802261745561630,174557180629,2018/2/26 17:45:56,2.00,5,858,2.00
U17B00523201802261745565176,174557176357,2018/2/26 17:45:56,1.00,806,330,1.00
U17B00640201802261745586202,174558180630,2018/2/26 17:45:58,2.00,8,837,2.00
U17B00778201802261745568972,174557180051,2018/2/26 17:45:56,1.00,80,682,1.00
U17501037201802261746028356,174559176359,2018/2/26 17:46:02,2.00,59,2080,2.00
U17603019201802261746007766,174600175973,2018/2/26 17:46:00,2.00,39,1451,2.00
U17A00381201802261745582374,174559179845,2018/2/26 17:45:58,2.00,39,1445,2.00
U17A00813201802261746002832,174600178512,2018/2/26 17:46:00,2.00,801,2026,2.00
U17A00381201802261746008056,174601175781,2018/2/26 17:46:00,2.00,39,1445,2.00
U17B00374201802261745589772,174601176575,2018/2/26 17:45:58,2.00,801,2150,2.00
U17B00690201802261746003702,174601179673,2018/2/26 17:46:00,2.00,4,1627,2.00
U17C01439201802261746000946,174601177347,2018/2/26 17:46:00,2.00,11,3082,2.00
U17900411201802261746026054,174602175782,2018/2/26 17:46:02,2.00,10,1406,2.00
U17B00542201802261745593586,174602177740,2018/2/26 17:45:59,2.00,79,2047,2.00
U17500950201802261746020075,174603180442,2018/2/26 17:46:02,1.00,38,2068,2.00
U17900296201802261746010968,174603176173,2018/2/26 17:46:01,1.00,36,1484,1.00
U17A00445201802261746000027,174603176764,2018/2/26 17:46:00,1.00,1,2076,2.00
U17A00813201802261746022094,174602179097,2018/2/26 17:46:02,2.00,801,2026,2.00
U17B00107201802261746014840,174603177543,2018/2/26 17:46:01,2.00,44,2127,2.00
U17B00407201802261746025274,174603175974,2018/2/26 17:46:02,2.00,8,839,2.00
U17B00596201802261746024168,174604180831,2018/2/26 17:46:02,1.00,74,1500,1.00
U17603019201802261746046736,174604180443,2018/2/26 17:46:04,2.00,39,1451,2.00
U17900296201802261746038260,174604181231,2018/2/26 17:46:03,1.00,36,1484,1.00
U17A00381201802261746033608,174604181600,2018/2/26 17:46:03,2.00,39,1445,2.00
U17A00432201802261746038116,174604177937,2018/2/26 17:46:03,1.00,6,1496,1.00
U17B00523201802261746047091,174604181802,2018/2/26 17:46:04,1.00,806,330,1.00
U17B00537201802261746049970,174604179848,2018/2/26 17:46:04,2.00,60,832,2.00
U17B00693201802261746035862,174604179098,2018/2/26 17:46:03,2.00,100,1803,2.00
U17B00778201802261746030482,174604180633,2018/2/26 17:46:03,1.00,80,682,1.00
U17B00060201802261746062314,174605178707,2018/2/26 17:46:06,2.00,801,2031,2.00
U17B00353201802261746036770,174604175784,2018/2/26 17:46:03,2.00,27,2064,2.00
U17B00374201802261746031542,174605179456,2018/2/26 17:46:03,2.00,801,2150,2.00
U17B00407201802261746043746,174605177938,2018/2/26 17:46:04,2.00,8,839,2.00
U17B00603201802261746058176,174605175785,2018/2/26 17:46:05,1.00,93,1928,1.00
U17900411201802261746065386,174606181027,2018/2/26 17:46:06,2.00,10,1406,2.00
U17B00107201802261746055704,174606179674,2018/2/26 17:46:05,2.00,44,2127,2.00
U17B00407201802261746069390,174607180834,2018/2/26 17:46:06,2.00,8,839,2.00
U17A00381201802261746073062,174607180444,2018/2/26 17:46:07,2.00,39,1445,2.00
U17B00333201802261746064428,174607177742,2018/2/26 17:46:06,1.00,92,1211,1.00
U17B00537201802261746071698,174607179849,2018/2/26 17:46:07,2.00,60,832,2.00
U17501037201802261746100106,174608176579,2018/2/26 17:46:10,2.00,59,2080,2.00
U17B00278201802261746070002,174608179255,2018/2/26 17:46:07,1.00,46,1305,1.00
U17C01439201802261746074514,174608177127,2018/2/26 17:46:07,2.00,11,3082,2.00
U17500950201802261746071584,174608181601,2018/2/26 17:46:07,2.00,38,2068,2.00
U17A00813201802261746107846,174610176174,2018/2/26 17:46:10,2.00,801,2026,2.00
U17B00790201802261746089094,174609177744,2018/2/26 17:46:08,1.00,17,1157,1.00
U17C00192201802261746107896,174610177544,2018/2/26 17:46:10,2.00,19,3084,2.00
U17501037201802261746133118,174610177349,2018/2/26 17:46:13,2.00,59,2080,2.00
U17900735201802261746108099,174610181030,2018/2/26 17:46:10,2.00,10,1404,2.00
U17B00807201802261746093160,174610179851,2018/2/26 17:46:09,2.00,66,2402,2.00
U17A00083201802261746109878,174611179099,2018/2/26 17:46:10,1.00,30,1134,1.00
U17A00427201802261746106346,174611178141,2018/2/26 17:46:10,2.00,39,1442,2.00
U17B00394201802261746102494,174610180053,2018/2/26 17:46:10,2.00,8,2053,2.00
U17A00373201802261746126208,174612178314,2018/2/26 17:46:12,2.00,37,2415,2.00
U17A00813201802261746115470,174612178516,2018/2/26 17:46:11,2.00,801,2026,2.00
U17603020201802261746131578,174612176766,2018/2/26 17:46:13,1.00,35,784,1.00
U17900411201802261746133699,174613180445,2018/2/26 17:46:13,2.00,10,1406,2.00
U17A00847201802261746110007,174613181403,2018/2/26 17:46:11,0.50,74,1502,1.00
U17B00060201802261746148161,174613181233,2018/2/26 17:46:14,2.00,801,2031,2.00
U17B00724201802261746130043,174613176581,2018/2/26 17:46:13,1.00,44,2126,2.00
U17B00751201802261746114596,174612175976,2018/2/26 17:46:11,1.00,80,685,1.00
U17A00810201802261746120009,174614181236,2018/2/26 17:46:12,0.50,321,917,1.00
U17B00503201802261746134676,174614178142,2018/2/26 17:46:13,2.00,5,858,2.00
U17500950201802261746138966,174614176582,2018/2/26 17:46:13,2.00,38,2068,2.00
U17A00427201802261746140295,174615176178,2018/2/26 17:46:14,2.00,39,1442,2.00
U17B00807201802261746157794,174616180056,2018/2/26 17:46:15,2.00,66,2402,2.00
U17C01170201802261746149836,174615176365,2018/2/26 17:46:14,2.00,33,3099,2.00
U17C01268201802261746189372,174616179675,2018/2/26 17:46:18,2.00,19,3096,2.00
U17A00847201802261746150008,174616179100,2018/2/26 17:46:15,0.50,74,1502,1.00
U17C00192201802261746164392,174616180637,2018/2/26 17:46:16,2.00,19,3084,2.00
U17900731201802261746150536,174616179457,2018/2/26 17:46:15,2.00,39,1449,2.00
U17900735201802261746163102,174616181604,2018/2/26 17:46:16,2.00,10,1404,2.00
U17A00810201802261746160010,174617176583,2018/2/26 17:46:16,0.50,321,917,1.00
U17A00813201802261746179324,174618176768,2018/2/26 17:46:17,2.00,801,2026,2.00
U17900739201802261746180510,174618178518,2018/2/26 17:46:18,2.00,6,1477,2.00
U17A00847201802261746170009,174618179853,2018/2/26 17:46:17,0.50,74,1502,1.00
U17B00595201802261746175976,174619181238,2018/2/26 17:46:17,1.00,94,2313,1.00
U17B00807201802261746178790,174618180836,2018/2/26 17:46:17,2.00,66,2402,2.00
U17C00132201802261746178032,174618177130,2018/2/26 17:46:17,2.00,11,3076,2.00
U17A00490201802261746180708,174619177546,2018/2/26 17:46:18,2.00,39,1446,2.00
U17B00640201802261746195654,174619179854,2018/2/26 17:46:19,2.00,8,837,2.00
U17B00477201802261746196540,174620177941,2018/2/26 17:46:19,2.00,51,2138,2.00
U17C01065201802261746214192,174620181806,2018/2/26 17:46:21,2.00,51,3109,2.00
U17C01268201802261746229258,174620179258,2018/2/26 17:46:22,2.00,19,3096,2.00
U17B00595201802261746209212,174622178874,2018/2/26 17:46:20,1.00,94,2313,1.00
U17B00807201802261746204653,174621176366,2018/2/26 17:46:20,2.00,66,2402,2.00
U17900296201802261746217024,174622178710,2018/2/26 17:46:21,1.00,36,1484,1.00
U17900735201802261746209745,174621177942,2018/2/26 17:46:20,2.00,10,1404,2.00
U17B00480201802261746220080,174623178875,2018/2/26 17:46:22,2.00,8,2057,2.00
U17B00536201802261746247048,174623176961,2018/2/26 17:46:24,2.00,13,2013,2.00
U17B00807201802261746232206,174624178146,2018/2/26 17:46:23,2.00,66,2402,2.00
U17C01170201802261746215012,174623177132,2018/2/26 17:46:21,2.00,33,3099,2.00
U17C01268201802261746253760,174623181405,2018/2/26 17:46:25,2.00,19,3096,2.00
U17B00402201802261746248485,174624179856,2018/2/26 17:46:24,2.00,59,2095,2.00
U17C01055201802261746210061,174623176771,2018/2/26 17:46:21,1.00,33,3108,2.00
U17500950201802261746235074,174625181239,2018/2/26 17:46:23,2.00,38,2068,2.00
U17900411201802261746254401,174625176367,2018/2/26 17:46:25,2.00,10,1406,2.00
U17B00595201802261746249806,174625180837,2018/2/26 17:46:24,1.00,94,2313,1.00
U17C01171201802261746259124,174626176368,2018/2/26 17:46:25,2.00,33,3103,2.00
U17900731201802261746259902,174626176774,2018/2/26 17:46:25,2.00,39,1449,2.00
U17900735201802261746262673,174626178147,2018/2/26 17:46:26,2.00,10,1404,2.00
U17802089201802261746242596,174625178876,2018/2/26 17:46:24,1.00,35,795,1.00
U17900734201802261746282494,174629181809,2018/2/26 17:46:28,2.00,36,1467,2.00
U17B00858201802261746286370,174628179459,2018/2/26 17:46:28,2.00,74,1601,2.00
U17C01276201802261746288496,174628178713,2018/2/26 17:46:28,2.00,19,3097,2.00
U17900670201802261746289546,174629179460,2018/2/26 17:46:28,2.00,36,1639,2.00
U17C01357201802261746284608,174628181808,2018/2/26 17:46:28,2.00,33,3105,2.00
U17900411201802261746295222,174629177946,2018/2/26 17:46:29,2.00,10,1406,2.00
U17B00564201802261746263202,174630176962,2018/2/26 17:46:26,1.00,7,1357,1.00
U17C01268201802261746323138,174630181406,2018/2/26 17:46:32,2.00,19,3096,2.00
U17A00427201802261746306143,174630176182,2018/2/26 17:46:30,2.00,39,1442,2.00
U17A00847201802261746308332,174631177548,2018/2/26 17:46:30,1.00,74,1502,1.00
U17B00429201802261746320063,174632181811,2018/2/26 17:46:32,1.00,4,1625,2.00
U17B00807201802261746315106,174632181034,2018/2/26 17:46:31,2.00,66,2402,2.00
U17B00413201802261746330092,174634178523,2018/2/26 17:46:33,1.00,94,2312,1.00
U17B00595201802261746329558,174633181407,2018/2/26 17:46:32,1.00,94,2313,1.00
U17B00749201802261746343481,174633176370,2018/2/26 17:46:34,2.00,13,2009,2.00
U17A00490201802261746332612,174634181242,2018/2/26 17:46:33,2.00,39,1446,2.00
U17B00272201802261746347319,174634175981,2018/2/26 17:46:34,2.00,801,2032,2.00
U17B00523201802261746340276,174634181605,2018/2/26 17:46:34,1.00,806,330,1.00
U17B00807201802261746343578,174635180449,2018/2/26 17:46:34,2.00,66,2402,2.00
U17B00516201802261746364676,174636180839,2018/2/26 17:46:36,2.00,79,2035,2.00
U17B00650201802261746360041,174636177136,2018/2/26 17:46:36,1.00,12,1106,1.00
U17B00630201802261746376054,174637177354,2018/2/26 17:46:37,1.00,75,1343,1.00
U17C01425201802261746361636,174636179106,2018/2/26 17:46:36,2.00,33,3107,2.00
U17A00376201802261746380756,174638175791,2018/2/26 17:46:38,2.00,39,1443,2.00
U17B00595201802261746383638,174639175792,2018/2/26 17:46:38,1.00,94,2313,1.00
U17B00750201802261746383030,174639179261,2018/2/26 17:46:38,2.00,20,2099,2.00
U17B00779201802261746382758,174638179107,2018/2/26 17:46:38,2.00,13,2011,2.00
U17C01357201802261746400090,174640177139,2018/2/26 17:46:40,1.00,33,3105,2.00
U17A00376201802261746416322,174640180840,2018/2/26 17:46:41,2.00,39,1443,2.00
U17B00477201802261746401818,174640175983,2018/2/26 17:46:40,2.00,51,2138,2.00
U17B00650201802261746403588,174640177948,2018/2/26 17:46:40,1.00,12,1106,1.00
U17900296201802261746401876,174641180641,2018/2/26 17:46:40,1.00,36,1484,1.00
U17A00427201802261746411208,174641178716,2018/2/26 17:46:41,2.00,39,1442,2.00
U17B00675201802261746422596,174642179263,2018/2/26 17:46:42,1.00,3,761,1.00
U17B00313201802261746407084,174642178155,2018/2/26 17:46:40,2.00,38,2088,2.00
U17B00650201802261746430974,174643176780,2018/2/26 17:46:43,1.00,12,1106,1.00
U17A00407201802261746440788,174643175984,2018/2/26 17:46:44,2.00,36,1459,2.00
U17B00429201802261746410348,174642177549,2018/2/26 17:46:41,2.00,4,1625,2.00
U17C01268201802261746459514,174643176966,2018/2/26 17:46:45,2.00,19,3096,2.00
U17900730201802261746426566,174643180642,2018/2/26 17:46:42,2.00,6,1469,2.00
U17A00376201802261746443584,174644177747,2018/2/26 17:46:44,2.00,39,1443,2.00
U17A00447201802261746435798,174644176373,2018/2/26 17:46:43,2.00,39,1448,2.00
U17A00847201802261746435978,174644176184,2018/2/26 17:46:43,1.00,74,1502,1.00
U17B00582201802261746439624,174644179109,2018/2/26 17:46:43,2.00,100,1804,2.00
U17B00783201802261746416207,174644180841,2018/2/26 17:46:41,1.00,80,2253,1.00
U17C01323201802261746430840,174644176588,2018/2/26 17:46:43,2.00,71,3038,2.00
U17900070201802261746442520,174645179463,2018/2/26 17:46:44,2.00,2,2004,2.00
U17900734201802261746441494,174644176185,2018/2/26 17:46:44,2.00,36,1467,2.00
U17B00750201802261746436481,174644177951,2018/2/26 17:46:43,2.00,20,2099,2.00
U17C01425201802261746435720,174644181037,2018/2/26 17:46:43,2.00,33,3107,2.00
U17900381201802261746464220,174646178323,2018/2/26 17:46:46,1.00,46,2288,1.00
U17A00376201802261746463846,174646178719,2018/2/26 17:46:46,2.00,39,1443,2.00
U17A00176201802261746464092,174647181409,2018/2/26 17:46:46,1.00,3,772,1.00
U17A00378201802261746476234,174648177550,2018/2/26 17:46:47,2.00,39,1437,2.00
U17A00490201802261746472104,174648179684,2018/2/26 17:46:47,2.00,39,1446,2.00
U17B00556201802261746488888,174648177356,2018/2/26 17:46:48,2.00,4,1626,2.00
U17900070201802261746482742,174649178158,2018/2/26 17:46:48,2.00,2,2004,2.00
U17900734201802261746497711,174649181039,2018/2/26 17:46:49,2.00,36,1467,2.00
U17A00376201802261746496202,174648180843,2018/2/26 17:46:49,2.00,39,1443,2.00
U17B00313201802261746472354,174649177749,2018/2/26 17:46:47,2.00,38,2088,2.00
U17B00413201802261746490068,174650177750,2018/2/26 17:46:49,0.50,94,2312,1.00
U17B00723201802261746490065,174650178326,2018/2/26 17:46:49,0.01,69,2440,2.00
U17B00860201802261746509619,174650179685,2018/2/26 17:46:50,1.00,3,763,1.00
U17C01323201802261746488130,174650179264,2018/2/26 17:46:48,2.00,71,3038,2.00
U17C01393201802261746490162,174650180844,2018/2/26 17:46:49,2.00,71,3035,2.00
U17B00556201802261746514598,174651177143,2018/2/26 17:46:51,2.00,4,1626,2.00
U17B00650201802261746503620,174651177954,2018/2/26 17:46:50,1.00,12,1106,1.00
U17B00690201802261746493740,174650177142,2018/2/26 17:46:49,2.00,4,1627,2.00
U17900084201802261746510092,174651181410,2018/2/26 17:46:51,1.00,36,1460,2.00
U17B00730201802261746512164,174652180060,2018/2/26 17:46:51,2.00,13,2015,2.00
U17B00750201802261746511218,174652177751,2018/2/26 17:46:51,2.00,20,2099,2.00
U17B00776201802261746511538,174652178882,2018/2/26 17:46:51,1.00,3,767,1.00
U17B00834201802261746530788,174652181411,2018/2/26 17:46:53,1.00,58,1508,1.00
U17B00413201802261746520069,174653175985,2018/2/26 17:46:52,0.50,94,2312,1.00
U17B00523201802261746536733,174653179859,2018/2/26 17:46:53,1.00,806,330,1.00
U17B00556201802261746540978,174653176591,2018/2/26 17:46:54,2.00,4,1626,2.00
U17B00650201802261746533050,174653177955,2018/2/26 17:46:53,1.00,12,1106,1.00
U17B00834201802261746558544,174654177553,2018/2/26 17:46:55,1.00,58,1508,1.00
U17900123201802261746545254,174654177752,2018/2/26 17:46:54,2.00,10,1412,2.00
U17A00378201802261746531718,174654176781,2018/2/26 17:46:53,2.00,39,1437,2.00
U17A00847201802261746548584,174655178327,2018/2/26 17:46:54,1.00,74,1502,1.00
U17B00730201802261746540712,174654178884,2018/2/26 17:46:54,2.00,13,2015,2.00
U17900070201802261746545454,174655178527,2018/2/26 17:46:54,2.00,2,2004,2.00
U17A00327201802261746557747,174655175798,2018/2/26 17:46:55,2.00,39,1453,2.00
U17B00313201802261746539756,174655180644,2018/2/26 17:46:53,2.00,38,2088,2.00
U17B00359201802261746560014,174656176187,2018/2/26 17:46:56,1.00,4,1610,2.00
U17B00750201802261746540043,174655177554,2018/2/26 17:46:54,0.01,20,2099,2.00
U17B00776201802261746549678,174655178721,2018/2/26 17:46:54,1.00,3,767,1.00
U17C00075201802261746575244,174655180261,2018/2/26 17:46:57,2.00,51,3112,2.00
U17B00498201802261746561598,174656180061,2018/2/26 17:46:56,1.00,58,1487,1.00
U17B00509201802261746553862,174656181040,2018/2/26 17:46:55,1.00,13,1325,1.00
U17B00580201802261746555802,174656179686,2018/2/26 17:46:55,2.00,4,1612,2.00
U17C00909201802261746555511,174656179465,2018/2/26 17:46:55,2.00,33,3098,2.00
U17900070201802261746569048,174657180453,2018/2/26 17:46:56,2.00,2,2004,2.00
U17A00847201802261746560396,174657181041,2018/2/26 17:46:56,1.00,74,1502,1.00
U17B00346201802261746574328,174657179266,2018/2/26 17:46:57,2.00,4,1621,2.00
U17900730201802261746579136,174658177557,2018/2/26 17:46:57,2.00,6,1469,2.00
U17A00847201802261746578458,174658181413,2018/2/26 17:46:57,1.00,74,1502,1.00
U17B00313201802261746565084,174658177147,2018/2/26 17:46:56,2.00,38,2088,2.00
U17B00445201802261746590164,174658181042,2018/2/26 17:46:59,1.00,46,2283,1.00
U17C01393201802261746589376,174658181414,2018/2/26 17:46:58,2.00,71,3035,2.00
U17900427201802261746573800,174700180262,2018/2/26 17:46:57,2.00,39,1454,2.00
U17900633201802261746590069,174700180062,2018/2/26 17:46:59,1.00,10,1423,2.00
U17A00463201802261746590066,174700177958,2018/2/26 17:46:59,0.50,75,1340,1.00
U17B00337201802261746591476,174700176595,2018/2/26 17:46:59,2.00,27,2061,2.00
U17B00545201802261746581764,174700181252,2018/2/26 17:46:58,2.00,33,3100,2.00
U17B00869201802261746590009,174659175986,2018/2/26 17:46:59,0.50,919,43,1.00
U17C01323201802261746582614,174659179267,2018/2/26 17:46:58,2.00,71,3038,2.00
U17A00376201802261747029144,174702178528,2018/2/26 17:47:02,2.00,39,1443,2.00
U17B00509201802261747008500,174702177358,2018/2/26 17:47:00,1.00,13,1325,1.00
U17B00597201802261747023832,174701180454,2018/2/26 17:47:02,2.00,44,2128,2.00
